ID,filial,cidade,tipo_cliente,tipo,preço,quantidade,data,horário,pagamento,custo,rendimento,avaliação
751-15-6198,Big Box,Ceilândia,Normal,Esportes,23.01,6.00,1/12/2019,16.45,Pix,138.06,6.90,7.90
751-41-9720,Carrefour,Sobradinho,Normal,Utensílios paraCasa,97.50,10.00,1/12/2019,16.18,Pix,975.00,48.75,8.00
751-69-0068,Carrefour,Sobradinho,Normal,Esportes,99.24,9.00,3/19/2019,19.09,Pix,893.16,44.66,9.00
752-23-3760,Big Box,Ceilândia,Membro,Esportes,64.08,7.00,2/19/2019,19.29,Crédito,448.56,22.43,7.30
755-12-3214,Carrefour,Sobradinho,Membro,Acessórios,44.22,5.00,3/5/2019,17.07,Crédito,221.10,11.06,8.60
756-01-7507,Carrefour,Sobradinho,Normal,Saúde e Beleza,20.38,5.00,1/22/2019,18.56,Dinheiro,101.90,5.10,6.00
756-49-0168,Assaí,Taguatinga,Membro,Acessórios,19.70,1.00,2/8/2019,11.39,Pix,19.70,0.99,9.50
756-93-1854,Carrefour,Sobradinho,Membro,Acessórios,83.35,2.00,2/2/2019,14.05,Crédito,166.70,8.34,9.50
759-29-9521,Assaí,Taguatinga,Membro,Acessórios,48.96,9.00,3/4/2019,11.27,Dinheiro,440.64,22.03,8.00
759-98-4285,Carrefour,Sobradinho,Membro,Saúde e Beleza,85.87,7.00,2/27/2019,19.01,Crédito,601.09,30.05,8.00
760-27-5490,Carrefour,Sobradinho,Normal,Acessórios,15.62,8.00,1/20/2019,20.37,Pix,124.96,6.25,9.10
760-53-9233,Assaí,Taguatinga,Membro,Acessórios,41.28,3.00,3/26/2019,18.37,Crédito,123.84,6.19,8.50
760-54-1821,Big Box,Ceilândia,Normal,Utensílios paraCasa,13.59,9.00,3/15/2019,10.26,Dinheiro,122.31,6.12,5.80
760-90-2357,Assaí,Taguatinga,Membro,Tecnologia,74.51,6.00,3/20/2019,15.08,Pix,447.06,22.35,5.00
761-49-0439,Big Box,Ceilândia,Membro,Tecnologia,12.10,8.00,1/19/2019,10.17,Pix,96.80,4.84,8.60
764-44-8999,Big Box,Ceilândia,Normal,Saúde e Beleza,14.76,2.00,2/18/2019,14.42,Pix,29.52,1.48,4.30
765-26-6951,Assaí,Taguatinga,Normal,Esportes,72.61,6.00,1/1/2019,10.39,Crédito,435.66,21.78,6.90
766-85-7061,Big Box,Ceilândia,Normal,Saúde e Beleza,87.87,10.00,3/29/2019,10.25,Pix,878.70,43.94,5.10
767-05-1286,Carrefour,Sobradinho,Membro,Utensílios paraCasa,83.77,6.00,1/23/2019,12.1,Pix,502.62,25.13,5.40
767-54-1907,Big Box,Ceilândia,Membro,Acessórios,29.56,5.00,2/13/2019,16.59,Dinheiro,147.80,7.39,6.90
767-97-4650,Big Box,Ceilândia,Membro,Esportes,64.83,2.00,1/8/2019,11.59,Crédito,129.66,6.48,8.00
770-42-8960,Big Box,Ceilândia,Normal,Alimentos e Bedidas,21.12,8.00,1/1/2019,19.31,Dinheiro,168.96,8.45,6.30
775-72-1988,Big Box,Ceilândia,Normal,Utensílios paraCasa,73.28,5.00,1/24/2019,15.05,Pix,366.40,18.32,8.40
776-68-1096,Big Box,Ceilândia,Normal,Utensílios paraCasa,44.12,3.00,3/18/2019,13.45,Crédito,132.36,6.62,7.90
777-67-2495,Big Box,Ceilândia,Normal,Utensílios paraCasa,68.97,3.00,2/22/2019,11.26,Pix,206.91,10.35,8.70
777-82-7220,Big Box,Ceilândia,Membro,Utensílios paraCasa,30.12,8.00,3/3/2019,13.01,Dinheiro,240.96,12.05,7.70
778-34-2523,Assaí,Taguatinga,Membro,Tecnologia,48.62,8.00,1/24/2019,10.57,Dinheiro,388.96,19.45,5.00
778-71-5554,Carrefour,Sobradinho,Membro,Acessórios,15.43,1.00,1/25/2019,15.46,Crédito,15.43,0.77,6.10
778-89-7974,Carrefour,Sobradinho,Normal,Saúde e Beleza,70.21,6.00,3/30/2019,14.58,Dinheiro,421.26,21.06,7.40
779-06-0012,Carrefour,Sobradinho,Membro,Utensílios paraCasa,88.61,1.00,1/19/2019,10.21,Dinheiro,88.61,4.43,7.70
779-42-2410,Big Box,Ceilândia,Membro,Alimentos e Bedidas,57.74,3.00,2/20/2019,13.06,Pix,173.22,8.66,7.70
781-84-8059,Carrefour,Sobradinho,Normal,Acessórios,60.74,7.00,1/18/2019,16.23,Pix,425.18,21.26,5.00
782-95-9291,Assaí,Taguatinga,Membro,Alimentos e Bedidas,92.29,5.00,2/20/2019,15.55,Crédito,461.45,23.07,9.00
783-09-1637,Big Box,Ceilândia,Normal,Esportes,67.43,5.00,3/6/2019,18.13,Pix,337.15,16.86,6.30
784-08-0310,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,21.04,4.00,1/13/2019,13.58,Dinheiro,84.16,4.21,7.60
784-21-9238,Carrefour,Sobradinho,Membro,Esportes,10.17,1.00,2/7/2019,14.15,Dinheiro,10.17,0.51,5.90
785-13-7708,Big Box,Ceilândia,Normal,Alimentos e Bedidas,73.06,7.00,1/14/2019,19.06,Crédito,511.42,25.57,4.20
785-96-0615,Big Box,Ceilândia,Membro,Tecnologia,35.74,8.00,2/17/2019,15.28,Pix,285.92,14.30,4.90
786-94-2700,Assaí,Taguatinga,Membro,Alimentos e Bedidas,80.62,6.00,2/28/2019,20.18,Dinheiro,483.72,24.19,9.10
787-15-1757,Carrefour,Sobradinho,Membro,Saúde e Beleza,44.07,4.00,2/18/2019,16.28,Pix,176.28,8.81,8.40
787-56-0757,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,80.36,4.00,2/23/2019,18.45,Crédito,321.44,16.07,8.30
787-87-2010,Assaí,Taguatinga,Membro,Saúde e Beleza,55.50,4.00,1/20/2019,15.48,Crédito,222.00,11.10,6.60
788-07-8452,Carrefour,Sobradinho,Membro,Utensílios paraCasa,24.24,7.00,1/27/2019,17.38,Pix,169.68,8.48,9.40
788-21-5741,Assaí,Taguatinga,Normal,Acessórios,45.38,3.00,2/17/2019,13.34,Crédito,136.14,6.81,7.20
789-23-8625,Big Box,Ceilândia,Membro,Acessórios,93.22,3.00,1/24/2019,11.45,Dinheiro,279.66,13.98,7.20
790-29-1172,Big Box,Ceilândia,Normal,Alimentos e Bedidas,57.34,3.00,3/10/2019,18.59,Crédito,172.02,8.60,7.90
790-38-4466,Carrefour,Sobradinho,Normal,Saúde e Beleza,10.99,5.00,1/23/2019,10.18,Crédito,54.95,2.75,9.30
793-10-3222,Big Box,Ceilândia,Membro,Saúde e Beleza,41.06,6.00,3/5/2019,13.3,Crédito,246.36,12.32,8.30
794-32-2436,Big Box,Ceilândia,Membro,Tecnologia,55.67,2.00,3/27/2019,15.08,Pix,111.34,5.57,6.00
794-42-3736,Big Box,Ceilândia,Normal,Alimentos e Bedidas,33.33,2.00,1/26/2019,14.41,Crédito,66.66,3.33,6.40
795-49-7276,Assaí,Taguatinga,Normal,Acessórios,37.15,4.00,3/23/2019,18.59,Pix,148.60,7.43,8.30
796-12-2025,Carrefour,Sobradinho,Normal,Acessórios,62.12,10.00,2/11/2019,16.19,Dinheiro,621.20,31.06,5.90
796-32-9050,Assaí,Taguatinga,Normal,Alimentos e Bedidas,51.28,6.00,1/19/2019,16.31,Dinheiro,307.68,15.38,6.50
797-88-0493,Assaí,Taguatinga,Normal,Saúde e Beleza,64.27,4.00,3/26/2019,13.54,Dinheiro,257.08,12.85,7.70
799-71-1548,Assaí,Taguatinga,Membro,Tecnologia,77.72,4.00,1/7/2019,16.11,Crédito,310.88,15.54,8.80
800-09-8606,Assaí,Taguatinga,Membro,Utensílios paraCasa,87.37,5.00,1/29/2019,19.45,Dinheiro,436.85,21.84,6.60
801-88-0346,Carrefour,Sobradinho,Normal,Acessórios,76.06,3.00,1/5/2019,20.3,Crédito,228.18,11.41,9.80
802-43-8934,Assaí,Taguatinga,Normal,Utensílios paraCasa,18.28,1.00,3/22/2019,15.05,Crédito,18.28,0.91,8.30
802-70-5316,Assaí,Taguatinga,Membro,Esportes,92.13,6.00,3/6/2019,20.34,Dinheiro,552.78,27.64,8.30
803-17-8013,Assaí,Taguatinga,Membro,Utensílios paraCasa,88.79,8.00,2/17/2019,17.09,Dinheiro,710.32,35.52,4.10
803-83-5989,Carrefour,Sobradinho,Normal,Utensílios paraCasa,55.73,6.00,2/24/2019,10.55,Pix,334.38,16.72,7.00
804-38-3935,Assaí,Taguatinga,Membro,Tecnologia,93.78,3.00,1/30/2019,11.32,Crédito,281.34,14.07,5.90
805-86-0265,Assaí,Taguatinga,Normal,Utensílios paraCasa,93.96,9.00,3/20/2019,11.32,Dinheiro,845.64,42.28,9.80
807-14-7833,Assaí,Taguatinga,Membro,Tecnologia,17.42,10.00,2/22/2019,12.3,Pix,174.20,8.71,7.00
807-34-3742,Assaí,Taguatinga,Normal,Acessórios,52.38,1.00,3/26/2019,19.44,Dinheiro,52.38,2.62,5.80
808-65-0703,Carrefour,Sobradinho,Normal,Utensílios paraCasa,35.47,4.00,3/14/2019,17.22,Crédito,141.88,07.09,6.90
809-46-1866,Assaí,Taguatinga,Normal,Saúde e Beleza,58.15,4.00,1/23/2019,17.44,Dinheiro,232.60,11.63,8.40
809-69-9497,Assaí,Taguatinga,Normal,Utensílios paraCasa,45.68,10.00,1/19/2019,19.3,Pix,456.80,22.84,5.70
810-60-6344,Carrefour,Sobradinho,Normal,Tecnologia,40.86,8.00,2/7/2019,14.38,Crédito,326.88,16.34,6.50
811-03-8790,Assaí,Taguatinga,Normal,Tecnologia,45.48,10.00,3/1/2019,10.22,Crédito,454.80,22.74,4.80
811-35-1094,Big Box,Ceilândia,Membro,Tecnologia,50.45,6.00,2/6/2019,15.16,Crédito,302.70,15.14,8.90
815-04-6282,Carrefour,Sobradinho,Membro,Esportes,64.97,5.00,2/8/2019,12.52,Crédito,324.85,16.24,6.50
815-11-1168,Assaí,Taguatinga,Membro,Alimentos e Bedidas,99.78,5.00,3/9/2019,19.09,Dinheiro,498.90,24.95,5.40
816-57-2053,Assaí,Taguatinga,Normal,Esportes,60.87,2.00,3/9/2019,12.37,Pix,121.74,06.09,8.70
816-72-8853,Assaí,Taguatinga,Membro,Esportes,27.93,5.00,1/29/2019,15.48,Dinheiro,139.65,6.98,5.90
817-48-8732,Assaí,Taguatinga,Membro,Utensílios paraCasa,72.35,10.00,1/20/2019,15.55,Dinheiro,723.50,36.18,5.40
817-69-8206,Big Box,Ceilândia,Normal,Tecnologia,99.73,9.00,3/2/2019,19.42,Crédito,897.57,44.88,6.50
821-07-3596,Carrefour,Sobradinho,Normal,Acessórios,16.45,4.00,3/7/2019,14.53,Pix,65.80,3.29,5.60
821-14-9046,Big Box,Ceilândia,Membro,Acessórios,17.48,6.00,1/18/2019,15.04,Crédito,104.88,5.24,6.10
824-88-3614,Carrefour,Sobradinho,Normal,Saúde e Beleza,34.31,8.00,1/25/2019,15,Pix,274.48,13.72,5.70
825-94-5922,Big Box,Ceilândia,Normal,Esportes,25.31,2.00,3/2/2019,19.26,Pix,50.62,2.53,7.20
826-58-8051,Big Box,Ceilândia,Normal,Utensílios paraCasa,62.19,4.00,1/6/2019,19.46,Pix,248.76,12.44,4.30
827-26-2100,Assaí,Taguatinga,Membro,Utensílios paraCasa,33.84,9.00,3/21/2019,16.21,Pix,304.56,15.23,8.80
827-44-5872,Big Box,Ceilândia,Membro,Alimentos e Bedidas,54.36,10.00,2/7/2019,11.28,Crédito,543.60,27.18,6.10
827-77-7633,Assaí,Taguatinga,Normal,Esportes,98.09,9.00,2/17/2019,19.41,Dinheiro,882.81,44.14,9.30
828-46-6863,Assaí,Taguatinga,Membro,Alimentos e Bedidas,98.53,6.00,1/23/2019,11.22,Crédito,591.18,29.56,4.00
828-61-5674,Assaí,Taguatinga,Membro,Esportes,44.02,10.00,3/20/2019,19.57,Crédito,440.20,22.01,9.60
829-34-3910,Assaí,Taguatinga,Normal,Saúde e Beleza,71.38,10.00,3/29/2019,19.21,Dinheiro,713.80,35.69,5.70
829-49-1914,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,78.31,10.00,3/5/2019,16.24,Pix,783.10,39.16,6.60
830-58-2383,Big Box,Ceilândia,Normal,Utensílios paraCasa,31.75,4.00,2/8/2019,15.26,Dinheiro,127.00,6.35,8.60
831-07-6050,Assaí,Taguatinga,Normal,Tecnologia,32.71,5.00,3/19/2019,11.3,Crédito,163.55,8.18,9.90
831-64-0259,Big Box,Ceilândia,Normal,Acessórios,39.75,5.00,2/22/2019,10.43,Pix,198.75,9.94,9.60
831-81-6575,Big Box,Ceilândia,Membro,Tecnologia,75.59,9.00,2/23/2019,11.12,Dinheiro,680.31,34.02,8.00
832-51-6761,Assaí,Taguatinga,Normal,Alimentos e Bedidas,33.88,8.00,1/19/2019,20.29,Pix,271.04,13.55,9.60
834-25-9262,Carrefour,Sobradinho,Normal,Acessórios,81.68,4.00,1/6/2019,12.12,Dinheiro,326.72,16.34,9.10
834-45-5519,Big Box,Ceilândia,Normal,Tecnologia,43.00,4.00,1/31/2019,20.48,Pix,172.00,8.60,7.60
834-61-8124,Assaí,Taguatinga,Normal,Tecnologia,51.69,7.00,1/26/2019,18.22,Dinheiro,361.83,18.09,5.50
834-83-1826,Big Box,Ceilândia,Membro,Utensílios paraCasa,82.04,5.00,2/25/2019,17.16,Crédito,410.20,20.51,7.60
835-16-0096,Carrefour,Sobradinho,Membro,Esportes,14.70,5.00,3/24/2019,13.48,Pix,73.50,3.68,8.50
836-82-5858,Big Box,Ceilândia,Membro,Saúde e Beleza,69.37,9.00,1/26/2019,19.14,Pix,624.33,31.22,4.00
837-55-7229,Big Box,Ceilândia,Normal,Acessórios,47.44,1.00,2/22/2019,18.19,Crédito,47.44,2.37,6.80
838-02-1821,Carrefour,Sobradinho,Membro,Utensílios paraCasa,12.73,2.00,2/22/2019,12.1,Crédito,25.46,1.27,5.20
838-78-4295,Carrefour,Sobradinho,Normal,Saúde e Beleza,33.47,2.00,2/10/2019,15.43,Pix,66.94,3.35,6.70
840-19-2096,Carrefour,Sobradinho,Membro,Tecnologia,87.91,5.00,3/14/2019,18.1,Pix,439.55,21.98,4.40
840-76-5966,Assaí,Taguatinga,Membro,Esportes,12.76,2.00,1/8/2019,18.06,Pix,25.52,1.28,7.80
841-18-8232,Big Box,Ceilândia,Normal,Alimentos e Bedidas,71.20,1.00,1/5/2019,20.4,Crédito,71.20,3.56,9.20
841-35-6630,Carrefour,Sobradinho,Normal,Tecnologia,75.91,6.00,3/9/2019,18.21,Dinheiro,455.46,22.77,8.70
842-29-4695,Carrefour,Sobradinho,Membro,Esportes,17.14,7.00,1/16/2019,12.07,Crédito,119.98,6.00,7.90
842-40-8179,Big Box,Ceilândia,Membro,Alimentos e Bedidas,77.20,10.00,2/11/2019,10.38,Crédito,772.00,38.60,5.60
843-01-4703,Big Box,Ceilândia,Membro,Utensílios paraCasa,35.38,9.00,1/5/2019,19.5,Crédito,318.42,15.92,9.60
843-73-4724,Assaí,Taguatinga,Normal,Acessórios,74.10,1.00,1/25/2019,11.05,Dinheiro,74.10,3.71,9.20
845-51-0542,Big Box,Ceilândia,Membro,Alimentos e Bedidas,46.55,9.00,2/2/2019,15.34,Pix,418.95,20.95,6.40
845-94-6841,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,72.88,9.00,1/8/2019,19.38,Dinheiro,655.92,32.80,4.00
846-10-0341,Assaí,Taguatinga,Normal,Acessórios,42.57,7.00,1/6/2019,11.51,Dinheiro,297.99,14.90,6.80
847-38-7188,Big Box,Ceilândia,Normal,Alimentos e Bedidas,96.68,3.00,1/26/2019,19.56,Pix,290.04,14.50,6.40
848-07-1692,Big Box,Ceilândia,Normal,Saúde e Beleza,57.22,2.00,1/12/2019,17.13,Pix,114.44,5.72,8.30
848-24-9445,Carrefour,Sobradinho,Membro,Saúde e Beleza,43.70,2.00,3/26/2019,18.03,Dinheiro,87.40,4.37,4.90
848-42-2560,Assaí,Taguatinga,Normal,Acessórios,81.91,2.00,3/5/2019,17.43,Dinheiro,163.82,8.19,7.80
848-62-7243,Assaí,Taguatinga,Normal,Saúde e Beleza,24.89,9.00,3/15/2019,15.36,Dinheiro,224.01,11.20,7.40
848-95-6252,Carrefour,Sobradinho,Membro,Utensílios paraCasa,86.27,1.00,2/20/2019,13.24,Pix,86.27,4.31,7.00
849-09-3807,Assaí,Taguatinga,Membro,Acessórios,88.34,7.00,2/18/2019,13.28,Dinheiro,618.38,30.92,6.60
850-41-9669,Assaí,Taguatinga,Normal,Tecnologia,75.06,9.00,3/19/2019,13.25,Pix,675.54,33.78,6.20
851-28-6367,Assaí,Taguatinga,Membro,Esportes,15.50,10.00,3/23/2019,10.55,Pix,155.00,7.75,8.00
851-98-3555,Big Box,Ceilândia,Normal,Saúde e Beleza,82.88,5.00,3/24/2019,14.08,Crédito,414.40,20.72,6.60
852-62-7105,Big Box,Ceilândia,Normal,Acessórios,83.25,10.00,1/12/2019,11.25,Crédito,832.50,41.63,4.40
852-82-2749,Assaí,Taguatinga,Normal,Esportes,64.59,4.00,1/6/2019,13.35,Pix,258.36,12.92,9.30
853-23-2453,Big Box,Ceilândia,Membro,Saúde e Beleza,75.74,4.00,2/14/2019,14.35,Dinheiro,302.96,15.15,7.60
856-22-8149,Assaí,Taguatinga,Normal,Utensílios paraCasa,25.29,1.00,3/23/2019,10.13,Pix,25.29,1.26,6.10
856-66-2701,Assaí,Taguatinga,Membro,Utensílios paraCasa,53.30,3.00,1/25/2019,14.19,Pix,159.90,8.00,7.50
857-16-3520,Assaí,Taguatinga,Membro,Acessórios,71.46,7.00,3/28/2019,16.06,Pix,500.22,25.01,4.50
857-67-9057,Big Box,Ceilândia,Normal,Tecnologia,22.95,10.00,2/6/2019,19.2,Pix,229.50,11.48,8.20
859-71-0933,Carrefour,Sobradinho,Membro,Esportes,15.49,2.00,1/16/2019,15.1,Dinheiro,30.98,1.55,6.30
859-97-6048,Carrefour,Sobradinho,Membro,Tecnologia,84.25,2.00,3/26/2019,14.13,Crédito,168.50,8.43,5.30
860-73-6466,Assaí,Taguatinga,Membro,Esportes,39.47,2.00,3/2/2019,16.16,Crédito,78.94,3.95,5.00
860-79-0874,Carrefour,Sobradinho,Membro,Acessórios,99.30,10.00,2/15/2019,14.53,Crédito,993.00,49.65,6.60
861-77-0145,Carrefour,Sobradinho,Membro,Tecnologia,81.97,10.00,3/3/2019,14.3,Dinheiro,819.70,40.99,9.20
862-17-9201,Big Box,Ceilândia,Normal,Alimentos e Bedidas,84.05,6.00,1/29/2019,10.48,Crédito,504.30,25.22,7.70
862-29-5914,Carrefour,Sobradinho,Normal,Esportes,22.38,1.00,1/30/2019,17.08,Crédito,22.38,1.12,8.60
862-59-8517,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,90.24,6.00,1/27/2019,11.17,Dinheiro,541.44,27.07,6.20
864-24-7918,Assaí,Taguatinga,Membro,Esportes,24.49,10.00,2/22/2019,15.15,Dinheiro,244.90,12.25,8.10
865-41-9075,Assaí,Taguatinga,Normal,Alimentos e Bedidas,11.53,7.00,1/28/2019,17.35,Dinheiro,80.71,04.04,8.10
865-92-6136,Assaí,Taguatinga,Normal,Alimentos e Bedidas,52.75,3.00,3/23/2019,10.16,Pix,158.25,7.91,9.30
866-05-7563,Big Box,Ceilândia,Membro,Tecnologia,81.40,3.00,2/9/2019,19.43,Dinheiro,244.20,12.21,4.80
866-70-2814,Big Box,Ceilândia,Normal,Tecnologia,52.79,10.00,2/25/2019,11.58,Pix,527.90,26.40,10.00
866-99-7614,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,89.20,10.00,2/11/2019,15.42,Crédito,892.00,44.60,4.40
867-47-1948,Carrefour,Sobradinho,Normal,Utensílios paraCasa,15.80,10.00,1/9/2019,12.07,Dinheiro,158.00,7.90,7.80
868-06-0466,Assaí,Taguatinga,Membro,Tecnologia,69.58,9.00,2/19/2019,19.38,Crédito,626.22,31.31,7.80
868-52-7573,Big Box,Ceilândia,Normal,Alimentos e Bedidas,99.69,5.00,1/14/2019,12.09,Dinheiro,498.45,24.92,9.90
868-81-1752,Big Box,Ceilândia,Normal,Utensílios paraCasa,22.02,9.00,2/7/2019,18.48,Dinheiro,198.18,9.91,6.80
869-11-3082,Big Box,Ceilândia,Membro,Saúde e Beleza,96.16,4.00,1/27/2019,20.03,Crédito,384.64,19.23,8.40
870-54-3162,Assaí,Taguatinga,Normal,Esportes,32.25,5.00,1/27/2019,13.26,Dinheiro,161.25,08.06,9.00
870-72-4431,Carrefour,Sobradinho,Normal,Saúde e Beleza,99.19,6.00,1/21/2019,14.42,Crédito,595.14,29.76,5.50
870-76-1733,Assaí,Taguatinga,Membro,Alimentos e Bedidas,14.23,5.00,2/1/2019,10.08,Crédito,71.15,3.56,4.40
871-39-9221,Carrefour,Sobradinho,Normal,Tecnologia,12.45,6.00,2/9/2019,13.11,Dinheiro,74.70,3.74,4.10
871-79-8483,Big Box,Ceilândia,Normal,Acessórios,94.13,5.00,2/25/2019,19.39,Crédito,470.65,23.53,4.80
873-14-6353,Assaí,Taguatinga,Membro,Alimentos e Bedidas,24.82,7.00,2/16/2019,10.33,Crédito,173.74,8.69,7.10
873-51-0671,Assaí,Taguatinga,Membro,Esportes,21.98,7.00,1/10/2019,16.42,Pix,153.86,7.69,5.10
873-95-4984,Big Box,Ceilândia,Membro,Saúde e Beleza,76.90,7.00,2/15/2019,20.21,Dinheiro,538.30,26.92,7.70
875-31-8302,Big Box,Ceilândia,Normal,Esportes,93.38,1.00,1/3/2019,13.07,Dinheiro,93.38,4.67,9.60
875-46-5808,Big Box,Ceilândia,Membro,Saúde e Beleza,25.90,10.00,2/6/2019,14.51,Pix,259.00,12.95,8.70
877-22-3308,Assaí,Taguatinga,Membro,Saúde e Beleza,15.87,10.00,3/13/2019,16.4,Dinheiro,158.70,7.94,5.80
878-30-2331,Carrefour,Sobradinho,Membro,Esportes,54.55,10.00,3/2/2019,11.22,Crédito,545.50,27.28,7.10
880-35-0356,Assaí,Taguatinga,Membro,Esportes,75.20,3.00,2/5/2019,11.51,Pix,225.60,11.28,4.80
880-46-5796,Assaí,Taguatinga,Membro,Esportes,76.92,10.00,3/17/2019,19.53,Pix,769.20,38.46,5.60
881-41-7302,Carrefour,Sobradinho,Normal,Acessórios,64.99,1.00,1/26/2019,10.06,Crédito,64.99,3.25,4.50
882-40-4577,Assaí,Taguatinga,Membro,Esportes,67.26,4.00,1/19/2019,15.28,Crédito,269.04,13.45,8.00
883-17-4236,Carrefour,Sobradinho,Normal,Esportes,14.39,2.00,3/2/2019,19.44,Crédito,28.78,1.44,7.20
883-69-1285,Big Box,Ceilândia,Membro,Acessórios,49.92,2.00,3/6/2019,11.55,Crédito,99.84,4.99,7.00
884-80-6021,Assaí,Taguatinga,Membro,Tecnologia,73.47,10.00,3/23/2019,13.14,Pix,734.70,36.74,9.50
885-17-6250,Assaí,Taguatinga,Normal,Saúde e Beleza,79.74,1.00,3/6/2019,10.36,Pix,79.74,3.99,7.30
885-56-0389,Carrefour,Sobradinho,Membro,Acessórios,52.35,1.00,2/12/2019,17.49,Dinheiro,52.35,2.62,4.00
886-18-2897,Assaí,Taguatinga,Normal,Alimentos e Bedidas,56.56,5.00,3/22/2019,19.06,Crédito,282.80,14.14,4.50
886-54-6089,Assaí,Taguatinga,Normal,Utensílios paraCasa,11.43,6.00,1/15/2019,17.24,Dinheiro,68.58,3.43,7.70
886-77-9084,Carrefour,Sobradinho,Normal,Tecnologia,71.89,8.00,2/19/2019,11.33,Pix,575.12,28.76,5.50
887-42-0517,Carrefour,Sobradinho,Normal,Esportes,83.14,7.00,1/10/2019,10.31,Crédito,581.98,29.10,6.60
888-02-0338,Assaí,Taguatinga,Normal,Tecnologia,26.23,9.00,1/25/2019,20.24,Pix,236.07,11.80,5.90
889-04-9723,Big Box,Ceilândia,Membro,Alimentos e Bedidas,89.14,4.00,1/7/2019,12.2,Crédito,356.56,17.83,7.80
891-01-7034,Big Box,Ceilândia,Normal,Tecnologia,74.71,6.00,1/1/2019,19.07,Dinheiro,448.26,22.41,6.70
891-58-8335,Big Box,Ceilândia,Membro,Esportes,29.61,7.00,3/11/2019,15.53,Dinheiro,207.27,10.36,6.50
892-05-6689,Assaí,Taguatinga,Normal,Utensílios paraCasa,28.32,5.00,3/11/2019,13.28,Pix,141.60,07.08,6.20
894-41-5205,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,43.18,8.00,1/19/2019,19.39,Crédito,345.44,17.27,8.30
895-03-6665,Big Box,Ceilândia,Normal,Acessórios,36.51,9.00,2/16/2019,10.52,Dinheiro,328.59,16.43,4.20
895-66-0685,Big Box,Ceilândia,Membro,Alimentos e Bedidas,18.08,3.00,3/5/2019,19.46,Pix,54.24,2.71,8.00
896-34-0956,Assaí,Taguatinga,Normal,Acessórios,21.32,1.00,1/26/2019,12.43,Dinheiro,21.32,01.07,5.90
898-04-2717,Assaí,Taguatinga,Normal,Acessórios,76.40,9.00,3/19/2019,15.49,Pix,687.60,34.38,7.50
